Date,ticker,PM1M
2016-12-07,1101.0,0.0037794962329361953
2016-12-08,1101.0,0.0028834203330847896
2016-12-09,1101.0,0.0023550410272938165
2016-12-12,1101.0,-0.00111196224270415
2016-12-13,1101.0,-0.0021464521859271887
2016-12-14,1101.0,-0.0019474436720405357
2016-12-15,1101.0,-0.0008626213831517231
2016-12-16,1101.0,0.0012341108231518224
2016-12-19,1101.0,0.003163618388531798
2016-12-20,1101.0,0.003237365624613843
2016-12-21,1101.0,0.002396837163330789
2016-12-22,1101.0,0.0012606911553863511
2016-12-23,1101.0,-0.00047015737899643755
2016-12-26,1101.0,-0.002526628684666804
2016-12-27,1101.0,-0.00471136679230319
2016-12-28,1101.0,-0.006830261785306174
2016-12-29,1101.0,-0.00889750472213918
2016-12-30,1101.0,-0.013406156901688136
2017-01-03,1101.0,-0.017426007634723118
2017-01-04,1101.0,-0.020754903903308843
2017-01-05,1101.0,-0.02246773514330298
2017-01-06,1101.0,-0.024116393198830008
2017-01-09,1101.0,-0.028565069001335545
2017-01-10,1101.0,-0.03230754007520286
2017-01-11,1101.0,-0.036691803684015346
2017-01-12,1101.0,-0.04038333292167837
2017-01-13,1101.0,-0.043612323934976334
2017-01-16,1101.0,-0.04641932700603959
2017-01-17,1101.0,-0.04856115107913669
2017-01-18,1101.0,-0.050152724406345314
2017-01-19,1101.0,-0.050188576922128865
2017-01-20,1101.0,-0.05078385384520424
2017-01-23,1101.0,-0.04938974574802561
2017-01-24,1101.0,-0.04547034866395153
2017-02-02,1101.0,-0.04100852060391647
2017-02-03,1101.0,-0.036011703803736084
2017-02-06,1101.0,-0.03089422739355048
2017-02-07,1101.0,-0.026094614997483674
2017-02-08,1101.0,-0.022225585912863596
2017-02-09,1101.0,-0.019677272497344463
2017-02-10,1101.0,-0.016268815569408658
2017-02-13,1101.0,-0.010133848068473388
2017-02-14,1101.0,-0.004124341251050336
2017-02-15,1101.0,0.003374405644460224
2017-02-16,1101.0,0.011627011627011557
2017-02-17,1101.0,0.01809430659940267
2017-02-20,1101.0,0.022491037115369733
2017-02-21,1101.0,0.025231373765575667
2017-02-22,1101.0,0.02838128285470143
2017-02-23,1101.0,0.03314315352697085
2017-02-24,1101.0,0.03721678648361053
2017-03-01,1101.0,0.04244694132334574
2017-03-02,1101.0,0.047945205479451976
2017-03-03,1101.0,0.05122668262351382
2017-03-06,1101.0,0.052764210745089885
2017-03-07,1101.0,0.05450489013412167
2017-03-08,1101.0,0.0557108109506807
2017-03-09,1101.0,0.05704984109758944
2017-03-10,1101.0,0.0581041333402135
2017-03-13,1101.0,0.0603973168214655
2017-03-14,1101.0,0.06197836166924277
2017-03-15,1101.0,0.05978344537383905
2017-03-16,1101.0,0.05590919549045175
2017-03-17,1101.0,0.05233121019108287
2017-03-20,1101.0,0.04848530978840007
2017-03-21,1101.0,0.04487422576159776
2017-03-22,1101.0,0.04353858184294848
2017-03-23,1101.0,0.043673407635281575
2017-03-24,1101.0,0.044066174804220024
2017-03-27,1101.0,0.04202018173603083
2017-03-28,1101.0,0.03810834480170161
2017-03-29,1101.0,0.03403193612774454
2017-03-30,1101.0,0.030020626755138058
2017-03-31,1101.0,0.02464980448448245
2017-04-05,1101.0,0.0193223601411544
2017-04-06,1101.0,0.014982286951387664
2017-04-07,1101.0,0.010588494816049449
2017-04-10,1101.0,0.006477475495587823
2017-04-11,1101.0,0.002584735430382952
2017-04-12,1101.0,-0.0003892849322401264
2017-04-13,1101.0,-0.0036142240333769914
2017-04-14,1101.0,-0.0065611078830139
2017-04-17,1101.0,-0.008207437536315986
2017-04-18,1101.0,-0.010362192523726587
2017-04-19,1101.0,-0.012800967937084054
2017-04-20,1101.0,-0.015122187273167182
2017-04-21,1101.0,-0.018177862650777338
2017-04-24,1101.0,-0.022203430780381755
2017-04-25,1101.0,-0.025999083520246893
2017-04-26,1101.0,-0.030208132588167225
2017-04-27,1101.0,-0.03258773621288097
2017-04-28,1101.0,-0.034625036193417634
2017-05-02,1101.0,-0.037276521823051044
2017-05-03,1101.0,-0.03939423216269748
2017-05-04,1101.0,-0.03924369341015845
2017-05-05,1101.0,-0.03943573211818589
2017-05-08,1101.0,-0.041813198806723094
2017-05-09,1101.0,-0.04400621721391094
2017-05-10,1101.0,-0.04577293511041948
2017-05-11,1101.0,-0.04790069368382634
2017-05-12,1101.0,-0.05068529834213792
2017-05-15,1101.0,-0.05322545268442451
2017-05-16,1101.0,-0.05438789210301469
2017-05-17,1101.0,-0.05411488403953427
2017-05-18,1101.0,-0.05441709971565821
2017-05-19,1101.0,-0.05448962043974943
2017-05-22,1101.0,-0.05495235984932406
2017-05-23,1101.0,-0.05393985817004757
2017-05-24,1101.0,-0.053584251578556355
2017-05-25,1101.0,-0.05285905906900484
2017-05-26,1101.0,-0.05095176400239174
2017-05-31,1101.0,-0.049238921242720494
2017-06-01,1101.0,-0.047867274823317235
2017-06-02,1101.0,-0.04571169947952011
2017-06-05,1101.0,-0.04442484565956902
2017-06-06,1101.0,-0.043931365127428824
2017-06-07,1101.0,-0.042068494190902896
2017-06-08,1101.0,-0.03904582867594755
2017-06-09,1101.0,-0.03614212162919925
2017-06-12,1101.0,-0.033335889766597494
2017-06-13,1101.0,-0.031183485062187388
2017-06-14,1101.0,-0.028031609565239875
2017-06-15,1101.0,-0.024937398352995695
2017-06-16,1101.0,-0.023898199875853385
2017-06-19,1101.0,-0.02335649108253856
2017-06-20,1101.0,-0.022319224673266327
2017-06-21,1101.0,-0.02013807476878979
2017-06-22,1101.0,-0.017237776849143467
2017-06-23,1101.0,-0.01509641296669358
2017-06-26,1101.0,-0.011932861264096616
2017-06-27,1101.0,-0.010238639048594218
2017-06-28,1101.0,-0.008964483819238011
2017-06-29,1101.0,-0.007133080648557361
2017-06-30,1101.0,-0.005164282138434596
2017-07-03,1101.0,-0.003190759981013737
2017-07-04,1101.0,-0.0011612869170471206
2017-07-05,1101.0,0.0012154842119169666
2017-07-06,1101.0,0.003330954080418875
2017-07-07,1101.0,0.0051301036598265706
2017-07-10,1101.0,0.006373469441726457
2017-07-11,1101.0,0.007835040631038221
2017-07-12,1101.0,0.009798728813559386
2017-07-13,1101.0,0.010537184612533208
2017-07-14,1101.0,0.012533121356650695
2017-07-17,1101.0,0.01635036496350383
2017-07-18,1101.0,0.020330604868714963
2017-07-19,1101.0,0.023529724555992733
2017-07-20,1101.0,0.025459764005527928
2017-07-21,1101.0,0.0269631282541705
2017-07-24,1101.0,0.02776376907763773
2017-07-25,1101.0,0.028566881515079207
2017-07-26,1101.0,0.030028118202557137
2017-07-27,1101.0,0.031043715702128664
2017-07-28,1101.0,0.03223243372089945
2017-07-31,1101.0,0.03320017988942095
2017-08-01,1101.0,0.0337693222354341
2017-08-02,1101.0,0.03393945791876721
2017-08-03,1101.0,0.033804969304139273
2017-08-04,1101.0,0.03330702446724548
2017-08-07,1101.0,0.03324223471908334
2017-08-08,1101.0,0.03443204202232423
2017-08-09,1101.0,0.03509047993705733
2017-08-10,1101.0,0.035473813827975514
2017-08-11,1101.0,0.03551147515243504
2017-08-14,1101.0,0.03400276827452892
2017-08-15,1101.0,0.03193290443570425
2017-08-16,1101.0,0.02898927189131614
2017-08-17,1101.0,0.026460374228994964
2017-08-18,1101.0,0.02390129077317042
2017-08-21,1101.0,0.021564525709563354
2017-08-22,1101.0,0.019315075558306197
2017-08-23,1101.0,0.01753798609322691
2017-08-24,1101.0,0.01578730844389592
2017-08-25,1101.0,0.013932365166521288
2017-08-28,1101.0,0.011317083162638205
2017-08-29,1101.0,0.009048385859980086
2017-08-30,1101.0,0.0072236261071543665
2017-08-31,1101.0,0.00535222754613099
2017-09-01,1101.0,0.003971891231286306
2017-09-04,1101.0,0.002543299677000932
2017-09-05,1101.0,0.00035545625349133326
2017-09-06,1101.0,-0.0027617310226003985
2017-09-07,1101.0,-0.005515775624319827
2017-09-08,1101.0,-0.008011119535001169
2017-09-11,1101.0,-0.009067259364028692
2017-09-12,1101.0,-0.009919483076301524
2017-09-13,1101.0,-0.010728801151137262
2017-09-14,1101.0,-0.01126063574620657
2017-09-15,1101.0,-0.011545360381982058
2017-09-18,1101.0,-0.011502679745171314
2017-09-19,1101.0,-0.010701545778834561
2017-09-20,1101.0,-0.010503404115309575
2017-09-21,1101.0,-0.010859110008606258
2017-09-22,1101.0,-0.012045448794189837
2017-09-25,1101.0,-0.012658868803483488
2017-09-26,1101.0,-0.013222889277300828
2017-09-27,1101.0,-0.013912823112011937
2017-09-28,1101.0,-0.014576889925467629
2017-09-29,1101.0,-0.015545749644958327
2017-10-02,1101.0,-0.016667089474618715
2017-10-03,1101.0,-0.017588832487309743
2017-10-05,1101.0,-0.01760715465331954
2017-10-06,1101.0,-0.01689352499681983
2017-10-11,1101.0,-0.016075204442972446
2017-10-12,1101.0,-0.015318346332263052
2017-10-13,1101.0,-0.015321470453271008
2017-10-16,1101.0,-0.014647341022762075
2017-10-17,1101.0,-0.013967978345803203
2017-10-18,1101.0,-0.012881459898788446
2017-10-19,1101.0,-0.012122452111199404
2017-10-20,1101.0,-0.012249386252045887
2017-10-23,1101.0,-0.012609985676284135
2017-10-24,1101.0,-0.012360211889346698
2017-10-25,1101.0,-0.01193616966778505
2017-10-26,1101.0,-0.011256987537822708
2017-10-27,1101.0,-0.010807341804646434
2017-10-30,1101.0,-0.010536866181799357
2017-10-31,1101.0,-0.010290447891744643
2017-11-01,1101.0,-0.00960869677219931
2017-11-02,1101.0,-0.008410298746194832
2017-11-03,1101.0,-0.0072596687937582964
2017-11-06,1101.0,-0.006129416024414125
2017-11-07,1101.0,-0.00548640045547462
2017-11-08,1101.0,-0.005540883434312281
2017-11-09,1101.0,-0.006186420935469568
2017-11-10,1101.0,-0.006679611650485432
2017-11-13,1101.0,-0.006888693220075538
2017-11-14,1101.0,-0.00704407727767117
2017-11-15,1101.0,-0.007534565791517944
2017-11-16,1101.0,-0.006549822662904135
2017-11-17,1101.0,-0.005773462783171375
2017-11-20,1101.0,-0.003937517809496734
2017-11-21,1101.0,-0.0032906669430481593
2017-11-22,1101.0,-0.002022034996759765
2017-11-23,1101.0,1.934878686034662e-16
2017-11-24,1101.0,0.0020501375408730946
2017-11-27,1101.0,0.004467416430741926
2017-11-28,1101.0,0.00660237581554941
2017-11-29,1101.0,0.0074910263746556455
2017-11-30,1101.0,0.00832552815069203
2017-12-01,1101.0,0.008509863113517084
2017-12-04,1101.0,0.008561242811418438
2017-12-05,1101.0,0.008925551016159512
2017-12-06,1101.0,0.009841699645907283
2017-12-07,1101.0,0.010756889097254712
2017-12-08,1101.0,0.012041598248494934
2017-12-11,1101.0,0.012960258683633973
2017-12-12,1101.0,0.013901204944968883
2017-12-13,1101.0,0.01455740784221645
2017-12-14,1101.0,0.014072027935581528
2017-12-15,1101.0,0.012499348992239942
2017-12-18,1101.0,0.010766950144339569
2017-12-19,1101.0,0.009566641536901843
2017-12-20,1101.0,0.009143569628802485
2017-12-21,1101.0,0.007806219040950291
2017-12-22,1101.0,0.006189625255742775
2017-12-25,1101.0,0.005559434230600092
2017-12-26,1101.0,0.006455777921239583
2017-12-27,1101.0,0.009035989053544366
2017-12-28,1101.0,0.012101352048715005
2017-12-29,1101.0,0.01540525894769425
2018-01-02,1101.0,0.01932504257185607
2018-01-03,1101.0,0.022954709584236063
2018-01-04,1101.0,0.027329448770174708
2018-01-05,1101.0,0.03130878449764221
2018-01-08,1101.0,0.035617708413814356
2018-01-09,1101.0,0.04118934225769087
2018-01-10,1101.0,0.04668810289389065
2018-01-11,1101.0,0.05237985034328487
2018-01-12,1101.0,0.056714807010330485
2018-01-15,1101.0,0.062471066303173485
2018-01-16,1101.0,0.06815901196449244
2018-01-17,1101.0,0.07472640659199166
2018-01-18,1101.0,0.08049113233287851
2018-01-19,1101.0,0.0849202264539371
2018-01-22,1101.0,0.08982806547925458
2018-01-23,1101.0,0.09342213536309403
2018-01-24,1101.0,0.09395766516998079
2018-01-25,1101.0,0.09249309180227223
2018-01-26,1101.0,0.09022307202039513
2018-01-29,1101.0,0.08950444726810679
2018-01-30,1101.0,0.08757941630597116
2018-01-31,1101.0,0.08532096212999853
2018-02-01,1101.0,0.08178989108066055
2018-02-02,1101.0,0.07778221977912156
2018-02-05,1101.0,0.07363473589973142
2018-02-06,1101.0,0.06814192112745703
